Command: /home/users7/kg867678/527LSP22/Lab10/./simv -l log10.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 15 23:27 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
Writing data..................................
Clk = 0, re_wr = 0, rst_n = 0, data =   1,  full = 0, empty = 0, data_out =   x                   0
Clk = 0, re_wr = 0, rst_n = 1, data =  46,  full = 1, empty = 1, data_out =  43              337500
Clk = 1, re_wr = 0, rst_n = 1, data =  46,  full = 1, empty = 1, data_out =  43              337550
Clk = 1, re_wr = 0, rst_n = 1, data =  46,  full = 1, empty = 1, data_out =  44              337551
Clk = 0, re_wr = 0, rst_n = 1, data =  47,  full = 1, empty = 1, data_out =  44              337600
Clk = 1, re_wr = 0, rst_n = 1, data =  47,  full = 1, empty = 1, data_out =  44              337650
Clk = 1, re_wr = 0, rst_n = 1, data =  47,  full = 1, empty = 1, data_out =  45              337651
Clk = 0, re_wr = 0, rst_n = 1, data =  48,  full = 1, empty = 1, data_out =  45              337700
Clk = 1, re_wr = 0, rst_n = 1, data =  48,  full = 1, empty = 1, data_out =  45              337750
Clk = 1, re_wr = 0, rst_n = 1, data =  48,  full = 1, empty = 1, data_out =  46              337751
Clk = 0, re_wr = 0, rst_n = 1, data =  49,  full = 1, empty = 1, data_out =  46              337800
Clk = 1, re_wr = 0, rst_n = 1, data =  49,  full = 1, empty = 1, data_out =  46              337850
Clk = 1, re_wr = 0, rst_n = 1, data =  49,  full = 1, empty = 1, data_out =  47              337851
Clk = 0, re_wr = 0, rst_n = 1, data =  50,  full = 1, empty = 1, data_out =  47              337900
Clk = 1, re_wr = 0, rst_n = 1, data =  50,  full = 1, empty = 1, data_out =  47              337950
Clk = 1, re_wr = 0, rst_n = 1, data =  50,  full = 1, empty = 1, data_out =  48              337951
Clk = 0, re_wr = 0, rst_n = 1, data =  51,  full = 1, empty = 1, data_out =  48              338000
Clk = 1, re_wr = 0, rst_n = 1, data =  51,  full = 1, empty = 1, data_out =  48              338050
Clk = 1, re_wr = 0, rst_n = 1, data =  51,  full = 1, empty = 1, data_out =  49              338051
Clk = 0, re_wr = 0, rst_n = 1, data =  52,  full = 1, empty = 1, data_out =  49              338100
Clk = 1, re_wr = 0, rst_n = 1, data =  52,  full = 1, empty = 1, data_out =  49              338150
Clk = 1, re_wr = 0, rst_n = 1, data =  52,  full = 1, empty = 1, data_out =  50              338151
Clk = 0, re_wr = 0, rst_n = 1, data =  53,  full = 1, empty = 1, data_out =  50              338200
Clk = 1, re_wr = 0, rst_n = 1, data =  53,  full = 1, empty = 1, data_out =  50              338250
Clk = 1, re_wr = 0, rst_n = 1, data =  53,  full = 1, empty = 1, data_out =  51              338251
Clk = 0, re_wr = 0, rst_n = 1, data =  54,  full = 1, empty = 1, data_out =  51              338300
Clk = 1, re_wr = 0, rst_n = 1, data =  54,  full = 1, empty = 1, data_out =  51              338350
Clk = 1, re_wr = 0, rst_n = 1, data =  54,  full = 1, empty = 1, data_out =  52              338351
Clk = 0, re_wr = 0, rst_n = 1, data =  55,  full = 1, empty = 1, data_out =  52              338400
Clk = 1, re_wr = 0, rst_n = 1, data =  55,  full = 1, empty = 1, data_out =  52              338450
Clk = 1, re_wr = 0, rst_n = 1, data =  55,  full = 1, empty = 1, data_out =  53              338451
Clk = 0, re_wr = 0, rst_n = 1, data =  56,  full = 1, empty = 1, data_out =  53              338500
Clk = 1, re_wr = 0, rst_n = 1, data =  56,  full = 1, empty = 1, data_out =  53              338550
Clk = 1, re_wr = 0, rst_n = 1, data =  56,  full = 1, empty = 1, data_out =  54              338551
Clk = 0, re_wr = 0, rst_n = 1, data =  57,  full = 1, empty = 1, data_out =  54              338600
Clk = 1, re_wr = 0, rst_n = 1, data =  57,  full = 1, empty = 1, data_out =  54              338650
Clk = 1, re_wr = 0, rst_n = 1, data =  57,  full = 1, empty = 1, data_out =  55              338651
Clk = 0, re_wr = 0, rst_n = 1, data =  58,  full = 1, empty = 1, data_out =  55              338700
Clk = 1, re_wr = 0, rst_n = 1, data =  58,  full = 1, empty = 1, data_out =  55              338750
Clk = 1, re_wr = 0, rst_n = 1, data =  58,  full = 1, empty = 1, data_out =  56              338751
Clk = 0, re_wr = 0, rst_n = 1, data =  59,  full = 1, empty = 1, data_out =  56              338800
Clk = 1, re_wr = 0, rst_n = 1, data =  59,  full = 1, empty = 1, data_out =  56              338850
Clk = 1, re_wr = 0, rst_n = 1, data =  59,  full = 1, empty = 1, data_out =  57              338851
Clk = 0, re_wr = 0, rst_n = 1, data =  60,  full = 1, empty = 1, data_out =  57              338900
Clk = 1, re_wr = 0, rst_n = 1, data =  60,  full = 1, empty = 1, data_out =  57              338950
Clk = 1, re_wr = 0, rst_n = 1, data =  60,  full = 1, empty = 1, data_out =  58              338951
Clk = 0, re_wr = 0, rst_n = 1, data =  61,  full = 1, empty = 1, data_out =  58              339000
Clk = 1, re_wr = 0, rst_n = 1, data =  61,  full = 1, empty = 1, data_out =  58              339050
Clk = 1, re_wr = 0, rst_n = 1, data =  61,  full = 1, empty = 1, data_out =  59              339051
Clk = 0, re_wr = 0, rst_n = 1, data =  62,  full = 1, empty = 1, data_out =  59              339100
Clk = 1, re_wr = 0, rst_n = 1, data =  62,  full = 1, empty = 1, data_out =  59              339150
Clk = 1, re_wr = 0, rst_n = 1, data =  62,  full = 1, empty = 1, data_out =  60              339151
Clk = 0, re_wr = 0, rst_n = 1, data =  63,  full = 1, empty = 1, data_out =  60              339200
Clk = 1, re_wr = 0, rst_n = 1, data =  63,  full = 1, empty = 1, data_out =  60              339250
Clk = 1, re_wr = 0, rst_n = 1, data =  63,  full = 1, empty = 1, data_out =  61              339251
Clk = 0, re_wr = 0, rst_n = 1, data =  64,  full = 1, empty = 1, data_out =  61              339300
Clk = 1, re_wr = 0, rst_n = 1, data =  64,  full = 1, empty = 1, data_out =  61              339350
Clk = 1, re_wr = 0, rst_n = 1, data =  64,  full = 1, empty = 1, data_out =  62              339351
Clk = 0, re_wr = 0, rst_n = 1, data =  65,  full = 1, empty = 1, data_out =  62              339400
Clk = 1, re_wr = 0, rst_n = 1, data =  65,  full = 1, empty = 1, data_out =  62              339450
Clk = 1, re_wr = 0, rst_n = 1, data =  65,  full = 1, empty = 1, data_out =  63              339451
Clk = 0, re_wr = 0, rst_n = 1, data =  66,  full = 1, empty = 1, data_out =  63              339500
Clk = 1, re_wr = 0, rst_n = 1, data =  66,  full = 1, empty = 1, data_out =  63              339550
Clk = 1, re_wr = 0, rst_n = 1, data =  66,  full = 1, empty = 1, data_out =  64              339551
Clk = 0, re_wr = 0, rst_n = 1, data =  67,  full = 1, empty = 1, data_out =  64              339600
Clk = 1, re_wr = 0, rst_n = 1, data =  67,  full = 1, empty = 1, data_out =  64              339650
Clk = 1, re_wr = 0, rst_n = 1, data =  67,  full = 1, empty = 1, data_out =  65              339651
Clk = 0, re_wr = 0, rst_n = 1, data =  68,  full = 1, empty = 1, data_out =  65              339700
Clk = 1, re_wr = 0, rst_n = 1, data =  68,  full = 1, empty = 1, data_out =  65              339750
Clk = 1, re_wr = 0, rst_n = 1, data =  68,  full = 1, empty = 1, data_out =  66              339751
Clk = 0, re_wr = 0, rst_n = 1, data =  69,  full = 1, empty = 1, data_out =  66              339800
Clk = 1, re_wr = 0, rst_n = 1, data =  69,  full = 1, empty = 1, data_out =  66              339850
Clk = 1, re_wr = 0, rst_n = 1, data =  69,  full = 1, empty = 1, data_out =  67              339851
Clk = 0, re_wr = 0, rst_n = 1, data =  70,  full = 1, empty = 1, data_out =  67              339900
Clk = 1, re_wr = 0, rst_n = 1, data =  70,  full = 1, empty = 1, data_out =  67              339950
Clk = 1, re_wr = 0, rst_n = 1, data =  70,  full = 1, empty = 1, data_out =  68              339951
Clk = 0, re_wr = 0, rst_n = 1, data =  71,  full = 1, empty = 1, data_out =  68              340000
Clk = 1, re_wr = 0, rst_n = 1, data =  71,  full = 1, empty = 1, data_out =  68              340050
Clk = 1, re_wr = 0, rst_n = 1, data =  71,  full = 1, empty = 1, data_out =  69              340051
Clk = 0, re_wr = 0, rst_n = 1, data =  72,  full = 1, empty = 1, data_out =  69              340100
Clk = 1, re_wr = 0, rst_n = 1, data =  72,  full = 1, empty = 1, data_out =  69              340150
Clk = 1, re_wr = 0, rst_n = 1, data =  72,  full = 1, empty = 1, data_out =  70              340151
Clk = 0, re_wr = 0, rst_n = 1, data =  73,  full = 1, empty = 1, data_out =  70              340200
Clk = 1, re_wr = 0, rst_n = 1, data =  73,  full = 1, empty = 1, data_out =  70              340250
Clk = 1, re_wr = 0, rst_n = 1, data =  73,  full = 1, empty = 1, data_out =  71              340251
Clk = 0, re_wr = 0, rst_n = 1, data =  74,  full = 1, empty = 1, data_out =  71              340300
Clk = 1, re_wr = 0, rst_n = 1, data =  74,  full = 1, empty = 1, data_out =  71              340350
Clk = 1, re_wr = 0, rst_n = 1, data =  74,  full = 1, empty = 1, data_out =  72              340351
Clk = 0, re_wr = 0, rst_n = 1, data =  75,  full = 1, empty = 1, data_out =  72              340400
Clk = 1, re_wr = 0, rst_n = 1, data =  75,  full = 1, empty = 1, data_out =  72              340450
Clk = 1, re_wr = 0, rst_n = 1, data =  75,  full = 1, empty = 1, data_out =  73              340451
Clk = 0, re_wr = 0, rst_n = 1, data =  76,  full = 1, empty = 1, data_out =  73              340500
Clk = 1, re_wr = 0, rst_n = 1, data =  76,  full = 1, empty = 1, data_out =  73              340550
Clk = 1, re_wr = 0, rst_n = 1, data =  76,  full = 1, empty = 1, data_out =  74              340551
Clk = 0, re_wr = 0, rst_n = 1, data =  77,  full = 1, empty = 1, data_out =  74              340600
Clk = 1, re_wr = 0, rst_n = 1, data =  77,  full = 1, empty = 1, data_out =  74              340650
Clk = 1, re_wr = 0, rst_n = 1, data =  77,  full = 1, empty = 1, data_out =  75              340651
Clk = 0, re_wr = 0, rst_n = 1, data =  78,  full = 1, empty = 1, data_out =  75              340700
Clk = 1, re_wr = 0, rst_n = 1, data =  78,  full = 1, empty = 1, data_out =  75              340750
Clk = 1, re_wr = 0, rst_n = 1, data =  78,  full = 1, empty = 1, data_out =  76              340751
Clk = 0, re_wr = 0, rst_n = 1, data =  79,  full = 1, empty = 1, data_out =  76              340800
Clk = 1, re_wr = 0, rst_n = 1, data =  79,  full = 1, empty = 1, data_out =  76              340850
Clk = 1, re_wr = 0, rst_n = 1, data =  79,  full = 1, empty = 1, data_out =  77              340851
Clk = 0, re_wr = 0, rst_n = 1, data =  80,  full = 1, empty = 1, data_out =  77              340900
Clk = 1, re_wr = 0, rst_n = 1, data =  80,  full = 1, empty = 1, data_out =  77              340950
Clk = 1, re_wr = 0, rst_n = 1, data =  80,  full = 1, empty = 1, data_out =  78              340951
Clk = 0, re_wr = 0, rst_n = 1, data =  81,  full = 1, empty = 1, data_out =  78              341000
Clk = 1, re_wr = 0, rst_n = 1, data =  81,  full = 1, empty = 1, data_out =  78              341050
Clk = 1, re_wr = 0, rst_n = 1, data =  81,  full = 1, empty = 1, data_out =  79              341051
Clk = 0, re_wr = 0, rst_n = 1, data =  82,  full = 1, empty = 1, data_out =  79              341100
Clk = 1, re_wr = 0, rst_n = 1, data =  82,  full = 1, empty = 1, data_out =  79              341150
Clk = 1, re_wr = 0, rst_n = 1, data =  82,  full = 1, empty = 1, data_out =  80              341151
Clk = 0, re_wr = 0, rst_n = 1, data =  83,  full = 1, empty = 1, data_out =  80              341200
Clk = 1, re_wr = 0, rst_n = 1, data =  83,  full = 1, empty = 1, data_out =  80              341250
Clk = 1, re_wr = 0, rst_n = 1, data =  83,  full = 1, empty = 1, data_out =  81              341251
Clk = 0, re_wr = 0, rst_n = 1, data =  84,  full = 1, empty = 1, data_out =  81              341300
Clk = 1, re_wr = 0, rst_n = 1, data =  84,  full = 1, empty = 1, data_out =  81              341350
Clk = 1, re_wr = 0, rst_n = 1, data =  84,  full = 1, empty = 1, data_out =  82              341351
Clk = 0, re_wr = 0, rst_n = 1, data =  85,  full = 1, empty = 1, data_out =  82              341400
Clk = 1, re_wr = 0, rst_n = 1, data =  85,  full = 1, empty = 1, data_out =  82              341450
Clk = 1, re_wr = 0, rst_n = 1, data =  85,  full = 1, empty = 1, data_out =  83              341451
Clk = 0, re_wr = 0, rst_n = 1, data =  86,  full = 1, empty = 1, data_out =  83              341500
Clk = 1, re_wr = 0, rst_n = 1, data =  86,  full = 1, empty = 1, data_out =  83              341550
Clk = 1, re_wr = 0, rst_n = 1, data =  86,  full = 1, empty = 1, data_out =  84              341551
Clk = 0, re_wr = 0, rst_n = 1, data =  87,  full = 1, empty = 1, data_out =  84              341600
Clk = 1, re_wr = 0, rst_n = 1, data =  87,  full = 1, empty = 1, data_out =  84              341650
Clk = 1, re_wr = 0, rst_n = 1, data =  87,  full = 1, empty = 1, data_out =  85              341651
Clk = 0, re_wr = 0, rst_n = 1, data =  88,  full = 1, empty = 1, data_out =  85              341700
Clk = 1, re_wr = 0, rst_n = 1, data =  88,  full = 1, empty = 1, data_out =  85              341750
Clk = 1, re_wr = 0, rst_n = 1, data =  88,  full = 1, empty = 1, data_out =  86              341751
Clk = 0, re_wr = 0, rst_n = 1, data =  89,  full = 1, empty = 1, data_out =  86              341800
Clk = 1, re_wr = 0, rst_n = 1, data =  89,  full = 1, empty = 1, data_out =  86              341850
Clk = 1, re_wr = 0, rst_n = 1, data =  89,  full = 1, empty = 1, data_out =  87              341851
Clk = 0, re_wr = 0, rst_n = 1, data =  90,  full = 1, empty = 1, data_out =  87              341900
Clk = 1, re_wr = 0, rst_n = 1, data =  90,  full = 1, empty = 1, data_out =  87              341950
Clk = 1, re_wr = 0, rst_n = 1, data =  90,  full = 1, empty = 1, data_out =  88              341951
Clk = 0, re_wr = 0, rst_n = 1, data =  91,  full = 1, empty = 1, data_out =  88              342000
Clk = 1, re_wr = 0, rst_n = 1, data =  91,  full = 1, empty = 1, data_out =  88              342050
Clk = 1, re_wr = 0, rst_n = 1, data =  91,  full = 1, empty = 1, data_out =  89              342051
Clk = 0, re_wr = 0, rst_n = 1, data =  92,  full = 1, empty = 1, data_out =  89              342100
Clk = 1, re_wr = 0, rst_n = 1, data =  92,  full = 1, empty = 1, data_out =  89              342150
Clk = 1, re_wr = 0, rst_n = 1, data =  92,  full = 1, empty = 1, data_out =  90              342151
Clk = 0, re_wr = 0, rst_n = 1, data =  93,  full = 1, empty = 1, data_out =  90              342200
Clk = 1, re_wr = 0, rst_n = 1, data =  93,  full = 1, empty = 1, data_out =  90              342250
Clk = 1, re_wr = 0, rst_n = 1, data =  93,  full = 1, empty = 1, data_out =  91              342251
Clk = 0, re_wr = 0, rst_n = 1, data =  94,  full = 1, empty = 1, data_out =  91              342300
Clk = 1, re_wr = 0, rst_n = 1, data =  94,  full = 1, empty = 1, data_out =  91              342350
Clk = 1, re_wr = 0, rst_n = 1, data =  94,  full = 1, empty = 1, data_out =  92              342351
Clk = 0, re_wr = 0, rst_n = 1, data =  95,  full = 1, empty = 1, data_out =  92              342400
Clk = 1, re_wr = 0, rst_n = 1, data =  95,  full = 1, empty = 1, data_out =  92              342450
Clk = 1, re_wr = 0, rst_n = 1, data =  95,  full = 1, empty = 1, data_out =  93              342451
Clk = 0, re_wr = 0, rst_n = 1, data =  96,  full = 1, empty = 1, data_out =  93              342500
Clk = 1, re_wr = 0, rst_n = 1, data =  96,  full = 1, empty = 1, data_out =  93              342550
Clk = 1, re_wr = 0, rst_n = 1, data =  96,  full = 1, empty = 1, data_out =  94              342551
Clk = 0, re_wr = 0, rst_n = 1, data =  97,  full = 1, empty = 1, data_out =  94              342600
Clk = 1, re_wr = 0, rst_n = 1, data =  97,  full = 1, empty = 1, data_out =  94              342650
Clk = 1, re_wr = 0, rst_n = 1, data =  97,  full = 1, empty = 1, data_out =  95              342651
Clk = 0, re_wr = 0, rst_n = 1, data =  98,  full = 1, empty = 1, data_out =  95              342700
Clk = 1, re_wr = 0, rst_n = 1, data =  98,  full = 1, empty = 1, data_out =  95              342750
Clk = 1, re_wr = 0, rst_n = 1, data =  98,  full = 1, empty = 1, data_out =  96              342751
Clk = 0, re_wr = 0, rst_n = 1, data =  99,  full = 1, empty = 1, data_out =  96              342800
Clk = 1, re_wr = 0, rst_n = 1, data =  99,  full = 1, empty = 1, data_out =  96              342850
Clk = 1, re_wr = 0, rst_n = 1, data =  99,  full = 1, empty = 1, data_out =  97              342851
Clk = 0, re_wr = 0, rst_n = 1, data = 100,  full = 1, empty = 1, data_out =  97              342900
Clk = 1, re_wr = 0, rst_n = 1, data = 100,  full = 1, empty = 1, data_out =  97              342950
Clk = 1, re_wr = 0, rst_n = 1, data = 100,  full = 1, empty = 1, data_out =  98              342951
Clk = 0, re_wr = 0, rst_n = 1, data = 101,  full = 1, empty = 1, data_out =  98              343000
Clk = 1, re_wr = 0, rst_n = 1, data = 101,  full = 1, empty = 1, data_out =  98              343050
Clk = 1, re_wr = 0, rst_n = 1, data = 101,  full = 1, empty = 1, data_out =  99              343051
Clk = 0, re_wr = 0, rst_n = 1, data = 102,  full = 1, empty = 1, data_out =  99              343100
Clk = 1, re_wr = 0, rst_n = 1, data = 102,  full = 1, empty = 1, data_out =  99              343150
Clk = 1, re_wr = 0, rst_n = 1, data = 102,  full = 1, empty = 1, data_out = 100              343151
Clk = 0, re_wr = 0, rst_n = 1, data = 103,  full = 1, empty = 1, data_out = 100              343200
Clk = 1, re_wr = 0, rst_n = 1, data = 103,  full = 1, empty = 1, data_out = 100              343250
Clk = 1, re_wr = 0, rst_n = 1, data = 103,  full = 1, empty = 1, data_out = 101              343251
Clk = 0, re_wr = 0, rst_n = 1, data = 104,  full = 1, empty = 1, data_out = 101              343300
